order_type,network_type,service_type,install_type,technology_type,product_type,action_type,task_name,orders_with_task,order_population,task_percentage,task_type
add,4GLTE,4G LTE,F,,4GLTE,NI,Product Order for 4G LTE,8127,8128,99.99,MANDATORY
add,4GLTE,4G LTE,F,,4GLTE,NI,Product Order for 4G LTE OTC,8110,8128,99.78,MANDATORY
add,4GLTE,4G LTE,F,,4GLTE,NI,Get Available TN in Alianza,7918,8128,97.42,MANDATORY
add,4GLTE,4G LTE,F,,4GLTE,NI,Create Calling Plans in Alianza,7900,8128,97.19,MANDATORY
add,4GLTE,4G LTE,F,,4GLTE,NI,Configure Caller ID in Alianza,7881,8128,96.96,MANDATORY
add,4GLTE,4G LTE,F,,4GLTE,NI,Create SIP profile in Alianza,7878,8128,96.92,MANDATORY
add,4GLTE,4G LTE,F,,4GLTE,NI,Retrieve SIP Credential from Alianza,7876,8128,96.9,MANDATORY
add,4GLTE,4G LTE,F,,4GLTE,NI,4G LR Initiation,7850,8128,96.58,MANDATORY
add,4GLTE,4G LTE,F,,4GLTE,NI,Wait for CRD,7655,8128,94.18,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Get LNP Port Request Status,7635,8128,93.93,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Get TempTN Status from Alianza,6155,8128,75.73,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Create Account in AXON,6121,8128,75.31,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Trigger Port,6118,8128,75.27,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Update SIP Credentials in Alianza,6089,8128,74.91,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Create User in Alianza,6078,8128,74.78,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Update Voice Configuration in AXON,5933,8128,72.99,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Add PhoneNumber Temp TN,5914,8128,72.76,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Add Device to Location in AXON,5884,8128,72.39,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Create Location in AXON,5875,8128,72.28,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Add Voice Configuration in AXON,5874,8128,72.27,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Get TN Status from Alianza,5858,8128,72.07,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Create Account in Alianza,5851,8128,71.99,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Add PhoneNumber,5840,8128,71.85,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Create Customer Record,5810,8128,71.48,EXPECTED
add,4GLTE,4G LTE,F,,4GLTE,NI,Configure updated CallerID in Allianza,5548,8128,68.26,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,CE Self Install,5517,8128,67.88,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Wait for AXON Provisioning Event,5476,8128,67.37,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Delete TN in Allianza,5468,8128,67.27,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Initiate Shipment,5097,8128,62.71,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Wait for Shipment Confirmation,5087,8128,62.59,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Wait for Delivery Confirmation,4876,8128,59.99,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Create Subscription Order in BRIM,3737,8128,45.98,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Update Correlation in Dispatch,3736,8128,45.96,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Notify Order Ready for Dispatch,3654,8128,44.96,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Wait for Job Completion,3654,8128,44.96,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Update Subscription in BRIM,3293,8128,40.51,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Start Billing,2873,8128,35.35,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Create Dispatch Planning Job,2496,8128,30.71,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Undo:Create Customer Record in BOSS-OM,2300,8128,28.3,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Activate SIM,2268,8128,27.9,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Undo: Create Account in Alianza,2268,8128,27.9,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Undo: Add PhoneNumber,2061,8128,25.36,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Undo: Create User in Alianza,2031,8128,24.99,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Wait for Serial Number,1958,8128,24.09,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Undo: Add PhoneNumber Temp TN,1930,8128,23.75,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Undo:Create Dispatch Planning Job,1293,8128,15.91,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Forget Device in AXON,775,8128,9.53,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Undo: BRIM Cancel Pending Subscription,514,8128,6.32,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Remove Device from Location in AXON,505,8128,6.21,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Delete Location in AXON,350,8128,4.31,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Remove Voice Config in AXON,326,8128,4.01,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Configure updated CallerID in Alianza,298,8128,3.67,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Delete Temp TN In Alianza,290,8128,3.57,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Create DSL Disconnect Order,213,8128,2.62,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Wait for DSL Billing Cancellation,211,8128,2.6,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Undo: Activate SIM,185,8128,2.28,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Update upstreamOnHold at Dispatch,110,8128,1.35,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Delete Account in AXON,104,8128,1.28,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Deactivate SIM,98,8128,1.21,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Update tech remarks in Dispatch,90,8128,1.11,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Initiate Shipment - Router,65,8128,0.8,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Wait for Delivery Confirmation - Router,65,8128,0.8,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Wait for Shipment Confirmation - Router,65,8128,0.8,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Undo:Create Dispatch Planning Jobï»¿,50,8128,0.62,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Revision Billing Create Subscription,43,8128,0.53,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Complete Order,32,8128,0.39,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Redo: Create Dispatch Planning Job,28,8128,0.34,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Disconnect DSL,24,8128,0.3,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Update Username in Alianza,20,8128,0.25,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Delete Temp TN In Allianza,14,8128,0.17,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Wait for Due Date,9,8128,0.11,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Undo: Undo: Create Account in Alianza,8,8128,0.1,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,BRIM:Convert BAN in Biller,6,8128,0.07,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Get BSW Status from C360,6,8128,0.07,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Release Order From Dispatch,2,8128,0.02,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,,1,8128,0.01,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Add Configuration in AXON,1,8128,0.01,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Redo:Add PhoneNumber,1,8128,0.01,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Revision: Update Correlation in Dispatch,1,8128,0.01,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Undo: Add Voice Configuration in AXON,1,8128,0.01,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Undo: Create Account,1,8128,0.01,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Undo: Create Buried Drop Order,1,8128,0.01,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Undo: Undo: Undo: Create Account in Alianza,1,8128,0.01,OPTIONAL
add,4GLTE,4G LTE,F,,4GLTE,NI,Wait for VMDU Case Complete,1,8128,0.01,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Product Order for Copper OTC,24523,24599,99.69,MANDATORY
add,Copper,DSL,,VDSL2,HSI,NI,Get Facility details,22761,24599,92.53,EXPECTED
add,Copper,DSL,,VDSL2,HSI,NI,Wait for Due Date,22562,24599,91.72,EXPECTED
add,Copper,DSL,,VDSL2,HSI,NI,BRIM:Convert BAN in Biller,22379,24599,90.98,EXPECTED
add,Copper,DSL,,VDSL2,HSI,NI,Update Correlation in Dispatch,20646,24599,83.93,EXPECTED
add,Copper,DSL,,VDSL2,HSI,NI,Activate Service in O2 - DSL,19948,24599,81.09,EXPECTED
add,Copper,DSL,,VDSL2,HSI,NI,Notify Order Ready for Dispatch,18999,24599,77.23,EXPECTED
add,Copper,DSL,,VDSL2,HSI,NI,Wait for Job Completion,18992,24599,77.21,EXPECTED
add,Copper,DSL,,VDSL2,HSI,NI,Retrieve BRAS Circuit ID,18891,24599,76.8,EXPECTED
add,Copper,DSL,,VDSL2,HSI,NI,Create Improv Account,16269,24599,66.14,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Create Customer Record,16248,24599,66.05,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,O2 Service Order Assign,16173,24599,65.75,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Create Subscription Order in BRIM,15994,24599,65.02,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,O2 Order Completion,15385,24599,62.54,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait for O2 Notifications,15283,24599,62.13,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Start Billing,15098,24599,61.38,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,BRIM:BAN Payment Posting for Deposit,15010,24599,61.02,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Create Dispatch Planning Job,12947,24599,52.63,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Reschedule due date in O2,10680,24599,43.42,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Undo:Create Customer Record in BOSS-OM,8274,24599,33.64,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Undo: BRIM Cancel Pending Subscription,7850,24599,31.91,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Undo:Create Dispatch Planning Job,7731,24599,31.43,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Undo: O2 Service Order Assign,6887,24599,28,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Undo: Create Improv Account,6558,24599,26.66,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait for O2 Notifications:PGMG ERR,4351,24599,17.69,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,O2 to NocVue,3489,24599,14.18,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,CE Self Install,3248,24599,13.2,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait for ACS Notification,2731,24599,11.1,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Initiate Shipment,2637,24599,10.72,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait for Shipment Confirmation,2628,24599,10.68,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait for Delivery Confirmation,2518,24599,10.24,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,BRIM:BAN Payment Posting for Non Deposit,1947,24599,7.91,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Toggle Programming Tickets,1591,24599,6.47,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait for Disconnect Order Completion,1437,24599,5.84,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Update tech remarks in Dispatch,1053,24599,4.28,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Update upstreamOnHold at Dispatch,781,24599,3.17,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Provision Customer in AXON,473,24599,1.92,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Product Order for Copper Addon,449,24599,1.83,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait for CO Job Completion,404,24599,1.64,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Get FacilityInfo for Signed Off,375,24599,1.52,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Put Dispatch On Hold,363,24599,1.48,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait for Shipment Confirmation - Router,362,24599,1.47,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Initiate Shipment - Router,360,24599,1.46,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait for Delivery Confirmation - Router,359,24599,1.46,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Undo: Create Buried Drop Order,355,24599,1.44,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Update Subscription in BRIM,341,24599,1.39,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Get BSW Status from C360,258,24599,1.05,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Undo:Create CO Dispatch,235,24599,0.96,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait for O2 Notifications:HELD,201,24599,0.82,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Create CO Dispatch,170,24599,0.69,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Release Dispatch From Hold,167,24599,0.68,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait for O2 Notifications:PGMG-Manual,129,24599,0.52,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Release Order From Dispatch,80,24599,0.33,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait For CPE Connection,69,24599,0.28,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Revision:O2 Service Order Assign,61,24599,0.25,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,O2 Order Completion:PGMG ERR,58,24599,0.24,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Redo: Create Dispatch Planning Job,44,24599,0.18,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Revision:Wait for Due Date,39,24599,0.16,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Revision:Get Facility details,33,24599,0.13,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Fetch Details from NocVue,31,24599,0.13,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Fetch Details from SoiuShow,31,24599,0.13,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Activate Service,30,24599,0.12,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait for O2 Notifications:CONF,25,24599,0.1,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Revision:Activate Service,24,24599,0.1,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait for VMDU Case Complete,20,24599,0.08,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Notify O2 ProgramWorkTicket,11,24599,0.04,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Enterprise Create Subscription Order,10,24599,0.04,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Revision: Toggle Programming Tickets,10,24599,0.04,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Assign Copper DSL in BOSS-IM,9,24599,0.04,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Revision: Update Correlation in Dispatch,9,24599,0.04,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Add Copper DSL Service in EMS,4,24599,0.02,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,O2 Change Order,4,24599,0.02,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait for O2 Notifications:IPDG,4,24599,0.02,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,,3,24599,0.01,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Product Order for Copper_AddOn,3,24599,0.01,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Revision Billing Create Subscription,3,24599,0.01,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Get LCI number for DSL Service,2,24599,0.01,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Get RG Mac Address,2,24599,0.01,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Improv Speed Change,2,24599,0.01,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Retrieve ASM Information,2,24599,0.01,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Update Speed Policy in ASM,2,24599,0.01,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Add Subscriber in Calix Cloud,1,24599,0,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Create Improv Account1,1,24599,0,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,O2 Order Completion:HELD,1,24599,0,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Wait For RG Association Event,1,24599,0,OPTIONAL
add,Copper,POTS,,,VOICE,NI,O2 Reserve TN,2799,3355,83.43,EXPECTED
add,Copper,POTS,,,VOICE,NI,Product Order for Copper OTC,2616,3355,77.97,EXPECTED
add,Copper,POTS,,,VOICE,NI,Wait for Due Date,2529,3355,75.38,EXPECTED
add,Copper,POTS,,,VOICE,NI,Update Correlation in Dispatch,2377,3355,70.85,EXPECTED
add,Copper,POTS,,,VOICE,NI,Create Customer Record,2311,3355,68.88,OPTIONAL
add,Copper,POTS,,,VOICE,NI,O2 Service Order Assign,2217,3355,66.08,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Activate Service in O2 - POTS,2128,3355,63.43,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Send Data to ALI DB,2117,3355,63.1,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Get O2 CountyCode,2097,3355,62.5,OPTIONAL
add,Copper,POTS,,,VOICE,NI,O2 Order Completion,2008,3355,59.85,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Create Dispatch Planning Job,1924,3355,57.35,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Create Directory Listing,1922,3355,57.29,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Notify Order Ready for Dispatch,1919,3355,57.2,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Wait for Job Completion,1916,3355,57.11,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Wait for O2 Notifications,1533,3355,45.69,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Enterprise Create Subscription Order,1252,3355,37.32,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Create Native TN Order,1169,3355,34.84,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Undo:Create Customer Record in BOSS-OM,1040,3355,31,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Reschedule due date in O2,899,3355,26.8,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Create CNAM Order,740,3355,22.06,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Undo:Create Dispatch Planning Job,648,3355,19.31,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Create Subscription Order in BRIM,623,3355,18.57,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Undo: O2 Service Order Assign,598,3355,17.82,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Start Billing,563,3355,16.78,OPTIONAL
add,Copper,POTS,,,VOICE,NI,BRIM:Convert BAN in Biller,561,3355,16.72,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Wait for O2 Notifications:PGMG ERR,534,3355,15.92,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Get LRN for Portin,457,3355,13.62,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Create portin request,386,3355,11.51,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Get Order Details from O2,331,3355,9.87,OPTIONAL
add,Copper,POTS,,,VOICE,NI,BRIM:BAN Payment Posting for Deposit,289,3355,8.61,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Wholesale Create Subscription Order,241,3355,7.18,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Activate Ancillary Systems,198,3355,5.9,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Undo: BRIM Cancel Pending Subscription,184,3355,5.48,OPTIONAL
add,Copper,POTS,,,VOICE,NI,CE Self Install,117,3355,3.49,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Activate Service,109,3355,3.25,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Update upstreamOnHold at Dispatch,92,3355,2.74,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Undo: Create Portin Request,62,3355,1.85,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Update tech remarks in Dispatch,62,3355,1.85,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Wait for O2 Notifications:HELD,56,3355,1.67,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Reschedule due date in Neustar,55,3355,1.64,OPTIONAL
add,Copper,POTS,,,VOICE,NI,O2 Order Completion:PGMG ERR,30,3355,0.89,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Verify old location disconnect Provisioning Completion,30,3355,0.89,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Update Subscription in BRIM,24,3355,0.72,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Wait for CO Job Completion,23,3355,0.69,OPTIONAL
add,Copper,POTS,,,VOICE,NI,BRIM:BAN Payment Posting for Non Deposit,21,3355,0.63,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Create CO Dispatch,16,3355,0.48,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Product Order for Copper Addon,15,3355,0.45,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Wait for Disconnect Order Completion,14,3355,0.42,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Get BSW Status from C360,11,3355,0.33,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Undo: Create Buried Drop Order,10,3355,0.3,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Wait for O2 Notifications:CONF,10,3355,0.3,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Revision Create ESR Native Order,8,3355,0.24,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Undo: Create Native TN Order,8,3355,0.24,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Update Local Contact Details,8,3355,0.24,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Redo: Create Dispatch Planning Job,7,3355,0.21,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Undo:Create CO Dispatch,7,3355,0.21,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Wait for O2 Notifications:IPDG,6,3355,0.18,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Revision:Activate Service,4,3355,0.12,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Revision:O2 Service Order Assign,4,3355,0.12,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Hot Cut Set-up,3,3355,0.09,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Revision:Wait for Due Date,3,3355,0.09,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Create portin request Clean,2,3355,0.06,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Disconnect Directory Listing,2,3355,0.06,OPTIONAL
add,Copper,POTS,,,VOICE,NI,O2 Reserve TN Clean,2,3355,0.06,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Put Dispatch On Hold,2,3355,0.06,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Revision Billing Create Subscription,2,3355,0.06,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Create Improv Account,1,3355,0.03,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Create Portin Request,1,3355,0.03,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Get Facility details,1,3355,0.03,OPTIONAL
add,Copper,POTS,,,VOICE,NI,O2 Order Completion:CONF,1,3355,0.03,OPTIONAL
add,Copper,POTS,,,VOICE,NI,O2 Order Completion:HELD,1,3355,0.03,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Product Order for Copper DSL,1,3355,0.03,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Release Dispatch From Hold,1,3355,0.03,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Retrieve BRAS Circuit ID,1,3355,0.03,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Wait for ACS Notification,1,3355,0.03,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Wait for O2 Notifications:CPDG,1,3355,0.03,OPTIONAL
add,Copper,POTS,,,VOICE,NI,Wholesale - Create Subscription Order,1,3355,0.03,OPTIONAL
add,GPON,Fiber Internet,F,GPON,Quantum Fiber,NI,Product Order for Fiber Voice TechInstall,12406,12442,99.71,MANDATORY
add,GPON,Fiber Internet,F,GPON,Quantum Fiber,NI,Product Order for Fiber OTC Waiver,12388,12442,99.57,MANDATORY
add,GPON,Fiber Internet,F,GPON,Quantum Fiber,NI,Update Correlation in Dispatch,12378,12442,99.49,MANDATORY
add,GPON,Fiber Internet,F,GPON,Quantum Fiber,NI,BRIM:Convert BAN in Biller,12053,12442,96.87,MANDATORY
add,GPON,Fiber Internet,F,GPON,Quantum Fiber,NI,Get O2 Facility Details,11982,12442,96.3,MANDATORY
add,GPON,Fiber Internet,F,GPON,Quantum Fiber,NI,Notify Order Ready for Dispatch,11936,12442,95.93,MANDATORY
add,GPON,Fiber Internet,F,GPON,Quantum Fiber,NI,Wait for Job Completion,11936,12442,95.93,MANDATORY
add,GPON,Fiber Internet,F,GPON,Quantum Fiber,NI,Create Subscription Order in BRIM,10943,12442,87.95,EXPECTED
add,GPON,Fiber Internet,F,GPON,Quantum Fiber,NI,Create Customer Record,10091,12442,81.1,EXPECTED
add,GPON,Fiber Internet,F,GPON,Quantum Fiber,NI,Create Dispatch Planning Job,10064,12442,80.89,EXPECTED
add,GPON,Fiber Internet,F,GPON,Quantum Fiber,NI,Create Improv Account,9984,12442,80.24,EXPECTED
add,GPON,Fiber Internet,F,GPON,Quantum Fiber,NI,O2 Service Order Assign,9978,12442,80.2,EXPECTED
